City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
223,hay river,60.8156,-115.7999,-11.01,85,100,1.54,CA,1674556705
224,airai,-8.9266,125.4092,16.88,94,100,0.49,TL,1674556706
225,dingle,10.9995,122.6711,23.72,84,46,5.16,PH,1674556708
226,saquarema,-22.92,-42.5103,24.08,91,100,1.51,BR,1674556709
227,zhigansk,66.7697,123.3711,-45.57,97,100,4.12,RU,1674556711
228,puerto ayora,-0.7393,-90.3518,21.97,97,77,1.39,EC,1674556712
229,alghero,40.5589,8.3181,11.05,71,20,1.54,IT,1674556714
230,ilulissat,69.2167,-51.1,-4.99,58,75,10.8,GL,1674556716
231,san carlos de bariloche,-41.1456,-71.3082,8.86,76,40,9.26,AR,1674556717
232,yokadouma,3.5167,15.05,37.19,14,44,0.76,CM,1674556718
233,colac,-38.3333,143.5833,17.13,90,31,2.87,AU,1674556719
234,miraflores,19.2167,-98.8083,12.24,77,3,1.7,MX,1674556721
235,norman wells,65.282,-126.8329,-23.98,84,100,0.0,CA,1674556722
236,mut,36.6439,33.4389,16.49,31,0,1.85,TR,1674556724
237,loukhi,66.0764,33.0381,-3.01,91,47,3.79,RU,1674556725
238,chuy,-33.6971,-53.4616,20.19,65,0,2.14,UY,1674556727
239,medicine hat,50.0501,-110.6683,0.68,65,100,6.17,CA,1674556681
240,smithers,54.7804,-127.1743,-0.82,93,100,1.03,CA,1674556511
241,port blair,11.6667,92.75,29.02,51,20,4.12,IN,1674556731
242,arkhangelskoye,55.8549,35.3287,-2.42,87,100,3.31,RU,1674556733
243,itarema,-2.9248,-39.9167,26.54,75,49,2.06,BR,1674556734
244,salvador,13.8333,-88.9167,18.36,85,9,1.53,SV,1674556735
245,sawtell,-30.3833,153.1,23.99,94,100,4.63,AU,1674556737
246,fairbanks,64.8378,-147.7164,-20.22,79,100,1.54,US,1674556490
247,magdagachi,53.45,125.8,-34.5,98,73,0.79,RU,1674556739
248,san pedro,14.35,121.0167,28.57,66,40,6.17,PH,1674556741
249,chifeng,42.2683,118.9636,-18.74,57,1,2.9,CN,1674556743
250,aksarka,66.5606,67.7975,-8.61,87,86,5.59,RU,1674556744
251,lagoa,39.05,-27.9833,15.49,75,99,7.41,PT,1674556746
252,fort-shevchenko,44.5086,50.263,3.61,35,67,5.19,KZ,1674556748
253,salalah,17.0151,54.0924,25.05,57,40,5.66,OM,1674556752
254,san patricio,28.017,-97.5169,19.92,93,100,7.14,US,1674556754
255,mandera,3.9366,41.867,35.37,23,54,5.48,KE,1674556755
256,isiro,2.7739,27.616,33.96,20,98,1.36,CD,1674556756
257,labuhan,-6.8844,112.2051,26.87,83,92,3.76,ID,1674556758
258,bonthe,7.5264,-12.505,29.81,62,53,0.15,SL,1674556759
259,kloulklubed,7.0419,134.2556,24.28,83,100,6.52,PW,1674556761
260,mastic beach,40.7668,-72.8521,2.77,71,100,4.12,US,1674556762
261,flin flon,54.7682,-101.865,-27.4,100,94,1.53,CA,1674556764
262,semnan,35.5729,53.3971,4.73,28,0,0.8,IR,1674556766
263,salamiyah,35.0113,37.0532,15.35,49,0,1.53,SY,1674556767
264,noumea,-22.2763,166.4572,28.33,99,32,1.13,NC,1674556262
265,bijie,27.3125,105.2942,1.37,65,98,7.08,CN,1674556754
266,dobrovat,46.95,27.7,0.18,73,99,4.34,RO,1674556771
267,port augusta,-32.5,137.7667,21.81,70,0,8.1,AU,1674556772
268,xining,36.6167,101.7667,-6.08,13,0,1.12,CN,1674556774
269,catuday,16.2923,119.8062,24.49,80,14,13.48,PH,1674556776
270,kargasok,59.0556,80.8572,-28.24,96,6,3.14,RU,1674556777
271,bambous virieux,-20.3428,57.7575,28.14,65,75,4.12,MU,1674556779
272,tabuk,17.4189,121.4443,19.87,92,57,7.83,PH,1674556464
273,khandbari,27.3747,87.2039,19.15,41,15,1.98,NP,1674556781
274,tabou,4.423,-7.3528,29.34,67,70,2.38,CI,1674556782
275,fortuna,40.5982,-124.1573,3.51,100,0,3.6,US,1674556783
